title	DOI	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis
Resistance Training with Instability for Patients with Parkinson’s Disease	10.1249/mss.0000000000000945	http://dx.doi.org/10.1249/mss.0000000000000945	0195-9131	Medicine and Science in Sports & Exercise	CARLA SILVA-BATISTA			2016	1474590872	1	0	0	0	10	0	9	0	10	0	360	6	FALSE	CARLA SILVA-BATISTA, DANIEL M. CORCOS, HAMILTON ROSCHEL, HÉLCIO KANEGUSUKU, LILIAN TERESA BUCKEN GOBBI, MARIA ELISA PIMENTEL PIEMONTE, EUGENIA CASELLA TAVARES MATTOS, MARCO TUÚLIO DE MELLO, CLÁUDIA L. M. FORJAZ, VALMOR TRICOLI, CARLOS UGRINOWITSCH	0195-9131	66	9.8	1.47	A1
Resistance training with instability is more effective than resistance training in improving spinal inhibitory mechanisms in Parkinson’s disease	10.1152/japplphysiol.00557.2016	http://dx.doi.org/10.1152/japplphysiol.00557.2016	8750-7587	Journal of Applied Physiology	Carla Silva-Batista			2016	1553710021	2	0	0	0	11	0	8	0	10	0	223	6	TRUE	Carla Silva-Batista, Eugenia Casella Tavares Mattos, Daniel M Corcos, Jessica M Wilson, Charles J Heckman, Hélcio Kanegusuku, Maria Elisa Pimentel Piemonte, Marco Túlio de Mello, Cláudia Forjaz, Hamilton Roschel, Valmor Tricoli, Carlos Ugrinowitsch	8750-7587	21	6.1	1.042	A2
RETRACTED ARTICLE Culture as a variable in neuroscience and clinical neuropsychology	10.1590/1980-57642015dn93000002	http://dx.doi.org/10.1590/1980-57642015dn93000002	1980-5764	Dementia & Neuropsychologia	José Roberto Wajman			2015	1507769041	0	0	0	0	1	0	1	0	1	0	14	1	TRUE	José Roberto Wajman, Paulo Henrique Ferreira Bertolucci, Letícia Lessa Mansur, Serge Gauthier	1980-5764	6	2.7	0.42	B2
Risk factors for fixed airflow obstruction in children and adolescents with asthma: 4‐Year follow‐up	10.1002/ppul.24625	http://dx.doi.org/10.1002/ppul.24625	8755-6863	Pediatric Pulmonology	Andrey W. Sousa			2020	1582902216	0	0	0	0	8	0	7	0	7	0	36	6	FALSE	Andrey W. Sousa, Anna L. Barros Cabral, Milton Arruda Martins, Celso R. F. Carvalho	8755-6863	6	5.4	0.907	A2
Risk Factors for the Development of Persistent Stuttering: What Every Pediatrician Should Know	10.3390/ijerph19095225	http://dx.doi.org/10.3390/ijerph19095225	1661-7827	International Journal of Environmental Research and Public Health	Julia Biancalana Costa			2022	1652776708	0	0	0	0	3	0	2	0	2	0	34	1	TRUE	Julia Biancalana Costa, Ana Paula Ritto, Fabiola Juste, Fernanda Chiarion Sassi, Claudia Regina Furquim de Andrade	1661-7827	3	5.4	0.808	A1
Sauté External Rotation in Beginner and Advanced Ballet Dancers Trained in Different Backgrounds	10.12678/1089-313x.22.4.218	http://dx.doi.org/10.12678/1089-313x.22.4.218	1089-313X	Journal of Dance Medicine & Science	Andreja P. Picon			2018	1547650478	0	0	0	0	2	0	2	0	2	0	56	2	FALSE	Andreja P. Picon, Carolina Hart Rodes, Adriano Bittar, Débora Cantergi, Jefferson Loss, Isabel C. N. Sacco	1089-313X	4	1.5	0.401	A3
Sensibilidade e especificidade da Porcentagem de Consoantes Corretas Revisada na identificação do transtorno fonológico	10.1590/2317-1782/20172016038	http://dx.doi.org/10.1590/2317-1782/20172016038	2317-1782	CoDAS	Tatiane Faria Barrozo			2017	1498735595	1	0	0	0	1	0	0	0	1	0	26	1	TRUE	Tatiane Faria Barrozo, Luciana de Oliveira Pagan-Neves, Joyce Pinheiro da Silva, Haydée Fiszbein Wertzner	2317-1782	6	1.0	0.307	A3
Serious Game Platform as a Possibility for Home-Based Telerehabilitation for Individuals With Cerebral Palsy During COVID-19 Quarantine – A Cross-Sectional Pilot Study	10.3389/fpsyg.2021.622678	http://dx.doi.org/10.3389/fpsyg.2021.622678	1664-1078	Frontiers in Psychology	Talita Dias da Silva			2021	1698364416	0	1	0	7	13	0	4	0	12	0	186	62	TRUE	Talita Dias da Silva, Paula Lumy da Silva, Elisa de Jesus Valenzuela, Eduardo Dati Dias, Amanda Orasmo Simcsik, Mariana Giovanelli de Carvalho, Anne Michelli Gomes Gonçalves Fontes, Camila Aparecida de Oliveira Alberissi, Luciano Vieira de Araújo, Murilo Vinícius da Costa Brandão, Helen Dawes, Carlos Bandeira de Mello Monteiro	1664-1078	27	4.5	0.8	A1
Severe obstructive sleep apnea is associated with cochlear function impairment	10.1007/s11325-017-1530-5	http://dx.doi.org/10.1007/s11325-017-1530-5	1520-9512	Sleep and Breathing	Erika Matsumura			2017	1522137833	0	0	0	0	5	0	5	0	5	0	31	3	FALSE	Erika Matsumura, Carla G. Matas, Seisse G. G. Sanches, Fernanda C. L. Magliaro, Raquel M. Pedreño, Pedro R. Genta, Geraldo Lorenzi-Filho, Renata M. M. Carvallo	1520-9512	19	4.9	0.753	A4
Sex Differences in Prognosis of Heart Failure Due to Ischemic and Nonischemic Cardiomyopathy	10.3390/jcm12165323	http://dx.doi.org/10.3390/jcm12165323	2077-0383	Journal of Clinical Medicine	Antonio de Padua Mansur			2023	1696496436	0	1	0	1	2	0	0	0	2	0	2	12	TRUE	Antonio de Padua Mansur, Antonio Carlos Pereira-Barretto, Carlos Henrique del Carlo, Solange Desirée Avakian, Naomi Kondo Nakagawa, Luiz Antonio Machado Cesar, Edimar Alcides Bocchi	2077-0383	0	0.1	0.882	A2
Short-term motor learning through non-immersive virtual reality task in individuals with down syndrome	10.1186/s12883-017-0852-z	http://dx.doi.org/10.1186/s12883-017-0852-z	1471-2377	BMC Neurology	Carlos Bandeira de Mello Monteiro			2017	1494152647	0	0	0	0	1	0	1	0	1	0	188	1	TRUE	Carlos Bandeira de Mello Monteiro, Talita Dias da Silva, Luiz Carlos de Abreu, Felipe Fregni, Luciano Vieira de Araujo, Fernando Henrique Inocêncio Borba Ferreira, Claudio Leone	1471-2377	28	4.0	0.732	A4
Social Communication and pragmatic skills of children with Autism Spectrum Disorder and Developmental Language Disorder	10.1590/2317-1782/20212021075	http://dx.doi.org/10.1590/2317-1782/20212021075	2317-1782	CoDAS	Simone Vasconcelos Rocha Hage			2022	1640225881	0	0	0	0	2	0	2	0	2	0	84	2	TRUE	Simone Vasconcelos Rocha Hage, Lidiane Yumi Sawasaki, Yvette Hyter, Fernanda Dreux Miranda Fernandes	2317-1782	9	1.0	0.307	A3
Sociocognitive performance in autism spectrum disorders and interference of the therapeutic environment	10.1590/2317-1782/20142013006	http://dx.doi.org/10.1590/2317-1782/20142013006	2317-1782	CoDAS	Andréa Regina Nunes Misquiatti			2014	1477261178	1	0	0	0	1	0	0	0	1	0	57	1	TRUE	Andréa Regina Nunes Misquiatti, Maria Claudia Brito, Ana Gabriela Olivati, Thais Rosa dos Santos, Fernanda Dreux Miranda Fernandes	2317-1782	0	1.0	0.307	A3
Speech–Language Intervention for Children With Autism Spectrum Disorder in Brazil	10.1097/tld.0000000000000011	http://dx.doi.org/10.1097/tld.0000000000000011	0271-8294	Topics in Language Disorders	Fernanda Dreux Miranda Fernandes			2014	1420222679	1	0	0	0	4	0	1	0	2	0	71	1	FALSE	Fernanda Dreux Miranda Fernandes, Cibelle A. H. Amato, Danielle A. Defense-Netrval, Daniela R. Molini-Avejonas	0271-8294	6	3.9	0.643	NA
Stabilometric parameters analysis in children with visual disorder	10.1186/1755-7682-7-1	http://dx.doi.org/10.1186/1755-7682-7-1	1755-7682	International Archives of Medicine	Paloma PC De Araújo			2014	1389285318	0	0	0	0	4	0	4	0	4	0	40	2	TRUE	Paloma PC De Araújo, Oséas F De Moura Filho, Vitor E Valenti, Sophia Motta Gallo, Marcela R Camargo, Karina G Say, Renata S Marcomini, Gonçalves de Oliveira, Carlos BM Monteiro, Rubens Wajnsztejn, Luiz Carlos De Abreu	1755-7682	9	NA	NA	C
Stop Thinking! I Can't! Do Attentional Mechanisms Underlie Primary Dysfunctional Breathing?	10.3389/fphys.2018.00782	http://dx.doi.org/10.3389/fphys.2018.00782	1664-042X	Frontiers in Physiology	Laís S. Vidotto			2018	1701814489	1	0	0	0	8	0	6	0	7	0	51	4	TRUE	Laís S. Vidotto, Marcelo Bigliassi, Mandy O. Jones, Alex Harvey, Celso R. F. Carvalho	1664-042X	7	6.1	1.006	A2
Structural alterations of skeletal muscle in copd	10.3389/fphys.2014.00104	http://dx.doi.org/10.3389/fphys.2014.00104	1664-042X	Frontiers in Physiology	Sunita Mathur			2014	1665031218	0	0	0	0	52	0	46	0	46	0	130	28	TRUE	Sunita Mathur, Dina Brooks, Celso R. F. Carvalho	1664-042X	45	6.1	1.006	A2
Subgroups of Foot-Ankle Movement Patterns Can Influence the Responsiveness to a Foot-Core Exercise Program: A Hierarchical Cluster Analysis	10.3389/fbioe.2021.645710	http://dx.doi.org/10.3389/fbioe.2021.645710	2296-4185	Frontiers in Bioengineering and Biotechnology	Ricky Watari			2021	1623174151	0	0	0	0	1	0	1	0	1	0	28	1	TRUE	Ricky Watari, Eneida Y. Suda, João P. S. Santos, Alessandra B. Matias, Ulisses T. Taddei, Isabel C. N. Sacco	2296-4185	7	6.7	0.893	A3
Supracricoid Laryngectomy: The Function of the Remaining Arytenoid in Voice and Swallowing	10.1055/s-0038-1625980	http://dx.doi.org/10.1055/s-0038-1625980	1809-9777	International Archives of Otorhinolaryngology	Elaine Cristina Pires Buzaneli			2018	1549026001	1	0	0	0	1	0	0	0	1	0	20	1	TRUE	Elaine Cristina Pires Buzaneli, Marcia Simões Zenari, Marco Aurélio Vamondes Kulcsar, Rogerio A. Dedivitis, Cláudio Roberto Cernea, Kátia Nemr	1809-9777	8	2.2	0.484	B1
Swallowing in primary progressive aphasia	10.3233/nre-151299	http://dx.doi.org/10.3233/nre-151299	1053-8135	NeuroRehabilitation	Sheilla de Medeiros Correia Marin			2016	1456528637	0	0	0	1	1	0	0	0	1	0	66	7	FALSE	Sheilla de Medeiros Correia Marin, Paulo Henrique Ferreira Bertolucci, Luis Fabiano Marin, Fabricio Ferreira de Oliveira, Jose Roberto Wajman, Valéria Santoro Bahia, Letícia Lessa Mansur	1053-8135	8	3.5	0.543	A3
Syntactic comprehension and working memory in children with specific language impairment, autism or Down syndrome	10.3109/02699206.2015.1027831	http://dx.doi.org/10.3109/02699206.2015.1027831	1476-9670	Journal of Multilingual Communication Disorders	Talita Fortunato-Tavares			2015	1478447939	1	0	0	0	2	0	1	0	2	0	164	1	TRUE	Talita Fortunato-Tavares, Claudia R. F. Andrade, Debora Befi-Lopes, Suelly O. Limongi, Fernanda D. M. Fernandes, Richard G. Schwartz	1476-9670	30	NA	NA	NA
Systematic Review of the Main Motor Scales for Clinical Assessment of Individuals with down Syndrome	10.1080/17518423.2019.1687598	http://dx.doi.org/10.1080/17518423.2019.1687598	1751-8423	Developmental Neurorehabilitation	Cristina Hamamura Moriyama			2019	1573854572	1	0	0	0	1	0	0	0	1	0	104	1	FALSE	Cristina Hamamura Moriyama, Thais Massetti, Tania Brusque Crocetta, Talita Dias Da Silva, Zan Mustacchi, Regiani Guarnieri, Luiz Carlos De Abreu, Amanda Vitória Lacerda De Araújo, Lilian Del Ciello De Menezes, Carlos Bandeira De Mello Monteiro, Claudio Leone	1751-8423	8	3.2	0.455	A3
Systemic effects of chronic obstructive pulmonary disease in young-old adults’ life-space mobility	10.2147/copd.s146041	http://dx.doi.org/10.2147/copd.s146041	1176-9106	International Journal of Chronic Obstructive Pulmonary Disease	Isabel Fialho Fontenele Garcia			2017	1512295032	1	0	1	0	12	0	9	0	11	0	93	6	TRUE	Isabel Fialho Fontenele Garcia, Carina Tiemi Tiuganji, Maria do Socorro Morais Pereira Simões, Ilka Lopes Santoro, Adriana Claudia Lunardi	1176-9106	10	4.8	0.954	A1
Tablet-based tele-audiometry: Automated hearing screening for schoolchildren	10.1177/1357633x18800856	http://dx.doi.org/10.1177/1357633x18800856	1357-633X	Journal of Telemedicine and Telecare	Alessandra G Samelli			2018	1538515800	0	0	0	0	1	0	1	0	1	0	66	1	FALSE	Alessandra G Samelli, Camila M Rabelo, Seisse G Gandolfi Sanches, Ana C Martinho, Carla G Matas	1357-633X	8	12.6	1.056	A2
Teleaudiometry as a screening method in school children	10.6061/clinics/2015(04)11	http://dx.doi.org/10.6061/clinics/2015(04)11	1807-5932	Clinics	Maine Botasso			2015	1614760830	0	0	0	0	4	0	2	0	3	0	102	4	TRUE	Maine Botasso, Seisse Gabriela Gandolfi Sanches, Ricardo Ferreira Bento, Alessandra Giannella Samelli	1807-5932	20	3.5	0.535	A4
Telephone Usage and Cochlear Implant: Auditory Training Benefits	10.1055/s-0034-1390301	http://dx.doi.org/10.1055/s-0034-1390301	1809-9777	International Archives of Otorhinolaryngology	Aline Faria de Sousa			2014	1437512401	1	0	0	0	1	0	0	0	1	0	36	1	TRUE	Aline Faria de Sousa, Ana Claudia Martinho de Carvalho, Maria Ines Vieira Couto, Robinson Koji Tsuji, Maria Valéria Schmidt Goffi-Gomez, Ricardo Ferreira Bento, Carla Gentile Matas, Debora Maria Befi-Lopes	1809-9777	6	2.2	0.484	B1
Temporal resolution in individuals with neurological disorders	10.6061/clinics/2015(09)02	http://dx.doi.org/10.6061/clinics/2015(09)02	1807-5932	Clinics	Camila Maia Rabelo			2015	1559606217	0	0	0	0	2	0	1	0	1	0	20	1	TRUE	Camila Maia Rabelo, Jeffrey A Weihing, Eliane Schochat	1807-5932	4	3.5	0.535	A4
Test–Retest Reliability and Clinical Feasibility of a Motion-Controlled Game to Enhance the Literacy and Numeracy Skills of Young Individuals with Intellectual Disability	10.1089/cyber.2017.0534	http://dx.doi.org/10.1089/cyber.2017.0534	2152-2715	CyberPsychology, Behavior & Social Networking	Regiani Guarnieri			2018	1555494692	0	0	0	0	4	0	3	0	3	0	126	2	FALSE	Regiani Guarnieri, Tânia Brusque Crocetta, Thaís Massetti, Renata Thaís de Almeida Barbosa, Jennifer Yohanna Ferreira de Lima Antão, Thaiany Pedrozo Campos Antunes, Marcelo da Silva Hounsell, Carlos Bandeira de Mello Monteiro, Acary Souza Bulle Oliveira, Luiz Carlos de Abreu	2152-2715	7	8.7	1.436	A1
Textured insoles affect the plantar pressure distribution while elite rowers perform on an indoor rowing machine	10.1371/journal.pone.0187202	http://dx.doi.org/10.1371/journal.pone.0187202	1932-6203	PLOS ONE	Taian Vieira			2017	1548885960	0	0	0	6	7	0	1	0	7	0	102	51	TRUE	Taian Vieira, Alberto Botter, Laura Gastaldi, Isabel C. N. Sacco, Francesco Martelli, Claudia Giacomozzi	1932-6203	5	6.0	0.839	A1
The “four-finger ruler” as a novel, simple and easy technique for hands placement during CPR training	10.1016/j.resuscitation.2022.109683	http://dx.doi.org/10.1016/j.resuscitation.2022.109683	0300-9572	Resuscitation	N.K. Nakagawa			2022	1672567006	0	0	0	0	1	0	1	0	1	0	4	1	TRUE	N.K. Nakagawa, I.C. Salles, M.M. Costa, J.L. Pinho, B.W. Böttiger	0300-9572	1	10.0	2.363	A1
The Actor's Voice: Vocal Performance Assessment by Different Professionals	10.1016/j.jvoice.2020.06.019	http://dx.doi.org/10.1016/j.jvoice.2020.06.019	0892-1997	Journal of Voice	João Marcos da Trindade Duarte			2020	1616092942	0	0	0	0	2	0	2	0	2	0	23	1	FALSE	João Marcos da Trindade Duarte, Glaucia Verena Sampaio de Souza, Marcia Simões-Zenari, Katia Nemr	0892-1997	5	3.6	0.578	A2
The biopsychosocial processes in autism spectrum disorder	10.1186/1755-7682-6-22	http://dx.doi.org/10.1186/1755-7682-6-22	1755-7682	International Archives of Medicine	Edgar Bittner Silva			2013	1378734378	1	0	0	0	6	0	3	0	4	0	79	2	TRUE	Edgar Bittner Silva, Rosangela Filipini, Carlos Bandeira de Mello Monteiro, Vitor E Valenti, Sionara Melo Figueiredo de Carvalho, Rubens Wajnsztejn, Maria do Carmo Andrade Duarte de Farias, Cícero Cruz Macedo, Luiz Carlos de Abreu	1755-7682	8	NA	NA	C
The Brazilian Phonoaudiology Association Responds to Challenges Brought by COVID-19	10.1044/2021_persp-21-00104	http://dx.doi.org/10.1044/2021_persp-21-00104	2381-4764	Perspectives of the ASHA Special Interest Groups	Fernanda Dreux M. Fernandes			2021	1632253889	0	0	0	0	3	0	2	0	2	0	3	2	FALSE	Fernanda Dreux M. Fernandes, Leonardo Wanderley Lopes, Mara Behlau	2381-4764	0	NA	NA	B2
The Clinical Utility of Virtual Reality in Neurorehabilitation: A Systematic Review	10.1177/1179573518813541	http://dx.doi.org/10.1177/1179573518813541	1179-5735	Journal of Central Nervous System Disease	Thais Massetti			2018	1573548720	0	0	0	0	24	0	20	0	20	0	465	14	TRUE	Thais Massetti, Talita Dias da Silva, Tânia Brusque Crocetta, Regiani Guarnieri, Bruna Leal de Freitas, Priscila Bianchi Lopes, Suzanna Watson, James Tonks, Carlos Bandeira de Mello Monteiro	1179-5735	120	NA	0.872	B2
The Discourse Profile in Corticobasal Syndrome: A Comprehensive Clinical and Biomarker Approach	10.3390/brainsci12121705	http://dx.doi.org/10.3390/brainsci12121705	2076-3425	Brain Sciences	Isabel Junqueira de Almeida			2022	1672436595	0	0	0	1	3	0	2	0	3	0	11	10	TRUE	Isabel Junqueira de Almeida, Marcela Lima Silagi, Maria Teresa Carthery-Goulart, Jacy Bezerra Parmera, Mario Amore Cecchini, Artur Martins Coutinho, Sonia Maria Dozzi Brucki, Ricardo Nitrini, Eliane Schochat	2076-3425	2	1.6	0.796	B2
The effect of peripheral neuropathy on lower limb muscle strength in diabetic individuals	10.1016/j.clinbiomech.2017.02.003	http://dx.doi.org/10.1016/j.clinbiomech.2017.02.003	0268-0033	Clinical Biomechanics	Jean P. Ferreira			2017	1487602816	0	0	0	0	1	0	1	0	1	0	115	1	FALSE	Jean P. Ferreira, Cristina D. Sartor, Ângela M.O. Leal, Isabel C.N. Sacco, Tatiana O. Sato, Ivana L. Ribeiro, Alice S. Soares, Jonathan E. Cunha, Tania F. Salvini	0268-0033	24	3.7	0.52	A3
The Effect of Pillow Height on Muscle Activity of the Neck and Mid-Upper Back and Patient Perception of Comfort	10.1016/j.jmpt.2015.06.012	http://dx.doi.org/10.1016/j.jmpt.2015.06.012	0161-4754	Journal of Manipulative & Physiological Therapeutics	Isabel C.N. Sacco			2015	1686056680	1	0	0	9	21	0	8	1	19	0	87	72	FALSE	Isabel C.N. Sacco, Ivye L.R. Pereira, Roberto C. Dinato, Vivian C. Silva, Beatriz Friso, Samires F. Viterbo	0161-4754	12	2.5	0.419	A2
The Effect of Short and Long-Term Therapeutic Treatment with Insoles and Shoes on Pain, Function, and Plantar Load Parameters of Women with Plantar Fasciitis: A Randomized Controlled Trial	10.3390/medicina58111546	http://dx.doi.org/10.3390/medicina58111546	1010-660X	Medicina (MDPI)	Ana Paula Ribeiro			2022	1697831943	0	0	0	25	25	0	0	0	25	0	52	201	TRUE	Ana Paula Ribeiro, Silvia Maria Amado João	1010-660X	3	3.6	0.593	A4
The effectiveness of aquatic physical therapy in the treatment of fibromyalgia: a systematic review with meta-analysis	10.1177/0269215513484772	http://dx.doi.org/10.1177/0269215513484772	0269-2155	Clinical Rehabilitation	Tarcisio Brandão Lima			2013	1659190820	3	1	1	0	31	0	17	0	26	0	266	29	FALSE	Tarcisio Brandão Lima, Josilainne Marcelino Dias, Bruno Fles Mazuquin, Carla Tassiana da Silva, Regiane Mazzarioli Pereira Nogueira, Amélia Pasqual Marques, Edson Lopes Lavado, Jefferson Rosa Cardoso	0269-2155	32	5.7	0.949	A1
The effects of dual task gait and balance training in Parkinson’s disease: a systematic review	10.1080/09593985.2018.1551455	http://dx.doi.org/10.1080/09593985.2018.1551455	0959-3985	Physiotherapy Theory & Practice	Tatiana Beline De Freitas			2018	1671096775	1	0	0	0	11	0	10	0	11	0	205	6	FALSE	Tatiana Beline De Freitas, Paulo Henrique Wong Leite, Flávia Doná, José Eduardo Pompeu, Alessandra Swarowsky, Camila Torriani-Pasin	0959-3985	49	3.1	0.561	A4
The effects of exercise training in a weight loss lifestyle intervention on asthma control, quality of life and psychosocial symptoms in adult obese asthmatics: protocol of a randomized controlled trial	10.1186/s12890-015-0111-2	http://dx.doi.org/10.1186/s12890-015-0111-2	1471-2466	BMC Pulmonary Medicine	Patricia D. Freitas			2015	1672087669	1	0	0	0	8	0	5	0	6	0	417	4	TRUE	Patricia D. Freitas, Palmira G. Ferreira, Analuci da Silva, Sonia Trecco, Rafael Stelmach, Alberto Cukier, Regina Carvalho-Pinto, João Marcos Salge, Frederico LA Fernandes, Marcio C. Mancini, Milton A. Martins, Celso RF Carvalho	1471-2466	24	4.4	0.773	A4
The effects of recruitment maneuver during noninvasive ventilation after coronary bypass grafting: A randomized trial	10.1016/j.jtcvs.2018.05.004	http://dx.doi.org/10.1016/j.jtcvs.2018.05.004	0022-5223	Journal of Thoracic and Cardiovascular Surgery	Mieko Claudia Miura			2018	1532368570	1	0	0	0	1	0	0	0	1	0	93	1	TRUE	Mieko Claudia Miura, Carlos Roberto Ribeiro de Carvalho, Leda Tomiko Yamada da Silveira, Marisa de Moraes Regenga, Lucas Petri Damiani, Carolina Fu	0022-5223	11	10.5	1.744	A1
The effects of repetitive haemarthrosis on postural balance in children with haemophilia	10.1111/hae.12106	http://dx.doi.org/10.1111/hae.12106	1351-8216	Haemophilia	F. M. B. Souza			2013	1530576000	0	0	0	0	1	0	0	0	1	0	53	3	FALSE	F. M. B. Souza, P. McLaughlin, R. P. Pereira, N. P. Minuque, M. H. M. Mello, C. Siqueira, P. Villaça, C. Tanaka	1351-8216	11	5.7	1.316	A3
The eleventh reported case of Mulvihill-Smith syndrome in the literature	10.1186/1471-2377-14-4	http://dx.doi.org/10.1186/1471-2377-14-4	1471-2377	BMC Neurology	Paulo Breinis			2014	1389641953	0	0	0	0	3	0	3	0	3	0	23	2	TRUE	Paulo Breinis, Flavio Geraldes Alves, Camila AE Alves, Rafael G Cintra, Débora Almeida, Priscila C Passarelli, Camila Domingues, Talita Gerbim, Régia Gasparetto, Luiz Carlos de Abreu, Vitor E Valenti, Adriana Gonçalves de Oliveira, Carlos Bandeira de Mello Monteiro, Rubens Wajnzstejn	1471-2377	9	4.0	0.732	A4
The Expression of Water and Ion Channels in Diffuse Alveolar Damage Is Not Dependent on DAD Etiology	10.1371/journal.pone.0166184	http://dx.doi.org/10.1371/journal.pone.0166184	1932-6203	PLOS ONE	Ruy Camargo Pires-Neto			2016	1508073960	0	0	0	0	2	0	2	0	2	0	36	1	TRUE	Ruy Camargo Pires-Neto, Fabiola Del Carlo Bernardi, Priscila Alves de Araujo, Thais Mauad, Marisa Dolhnikoff	1932-6203	17	6.0	0.839	A1
The general movement assessment in non-European low- and middle-income countries	10.11606/s1518-8787.2018052000332	http://dx.doi.org/10.11606/s1518-8787.2018052000332	0034-8910	Revista de Saúde Pública	Iris Tomantschger			2018	1570820221	0	0	0	0	1	0	1	0	1	0	100	1	TRUE	Iris Tomantschger, Dafne Herrero, Christa Einspieler, Cristina Hamamura, Mariana Calil Voos, Peter B Marschik	0034-8910	15	3.8	0.74	A1
The impact of COVID-19 on palliative care for people with Parkinson’s and response to future pandemics	10.1080/14737175.2021.1923480	http://dx.doi.org/10.1080/14737175.2021.1923480	1473-7175	Expert Review of Neurotherapeutics	K Ray Chaudhuri			2021	1651779375	0	1	0	0	8	0	6	0	8	0	180	13	TRUE	K Ray Chaudhuri, Katarina Rukavina, Victor McConvey, Angelo Antonini, Stefan Lorenzl, Roongroj Bhidayasiri, Maria Elisa Pimentel Piemonte, Shen-Yang Lim, Edward Richfield, Richard Walker, Raquel Bouca-Machado, Sabrina Bajwah, Wei Gao, Dhaval Trivedi, Janis Miyasaki	1473-7175	14	7.1	0.957	A2
The influence of (central) auditory processing disorder in speech sound disorders	10.1016/j.bjorl.2015.01.008	http://dx.doi.org/10.1016/j.bjorl.2015.01.008	1808-8694	Brazilian Journal of Otorhinolaryngology	Tatiane Faria Barrozo			2015	1682532507	0	0	0	0	2	0	1	0	2	0	104	4	TRUE	Tatiane Faria Barrozo, Luciana de Oliveira Pagan-Neves, Nadia Vilela, Renata Mota Mamede Carvallo, Haydée Fiszbein Wertzner	1808-8694	19	2.6	0.47	A3
The influence of (central) auditory processing disorder on the severity of speech-sound disorders in children	10.6061/clinics/2016(02)02	http://dx.doi.org/10.6061/clinics/2016(02)02	1807-5932	Clinics	Nadia Vilela			2016	1620400812	0	0	0	0	14	0	3	0	3	0	67	2	TRUE	Nadia Vilela, Tatiane Faria Barrozo, Luciana de Oliveira Pagan-Neves, Seisse Gabriela Gandolfi Sanches, Haydée Fiszbein Wertzner, Renata Mota Mamede Carvallo	1807-5932	12	3.5	0.535	A4
The influence of gender and body mass index on the FPI‐6 evaluated foot posture of 10‐ to 14‐year‐old school children in São Paulo, Brazil: a cross‐sectional study	10.1186/s13047-016-0183-0	http://dx.doi.org/10.1186/s13047-016-0183-0	1757-1146	Journal of Foot and Ankle Research	Barbarah Kelly Gonçalves de Carvalho			2017	1500268675	1	0	0	0	13	0	11	0	12	0	105	8	TRUE	Barbarah Kelly Gonçalves de Carvalho, Patrícia Jundi Penha, Nárima Lívia Jundi Penha, Rodrigo Mantelatto Andrade, Ana Paula Ribeiro, Sílvia Maria Amado João	1757-1146	21	4.0	0.703	A3
The Mechanoreceptor’s Role in Plantar Skin Changes in Individuals with Diabetes Mellitus	10.3390/jcm10122537	http://dx.doi.org/10.3390/jcm10122537	2077-0383	Journal of Clinical Medicine	Claudio Zippenfennig			2021	1666874400	0	0	0	0	2	0	2	0	2	0	32	2	TRUE	Claudio Zippenfennig, Tina J. Drechsel, Renan L. Monteiro, Isabel C. N. Sacco, Thomas L. Milani	2077-0383	10	0.1	0.882	A2
The Mini-Balance Evaluation System Test Can Predict Falls in Clinically Stable Outpatients With COPD	10.1097/hcr.0000000000000427	http://dx.doi.org/10.1097/hcr.0000000000000427	1932-7501	Journal of cardiopulmonary rehabilitation and prevention	Ana Carolina A. C. Pereira			2019	1573835491	0	0	0	0	1	0	1	0	1	0	54	1	FALSE	Ana Carolina A. C. Pereira, Rafaella F. Xavier, Aline C. Lopes, Cibele C. B. M. da Silva, Cristino C. Oliveira, Frederico L. A. Fernandes, Rafael Stelmach, Celso R. F. Carvalho	1932-7501	9	5.5	1.183	A3
The physiotherapy workforce in the Brazilian Unified Health Care System	10.1186/s12960-021-00642-8	http://dx.doi.org/10.1186/s12960-021-00642-8	0859-8037	Human Resources for Health	Carolina Hart Rodés			2021	1629722241	0	0	0	0	5	0	5	0	5	0	33	3	TRUE	Carolina Hart Rodés, João Vitor Lovato Daré, Bruna Carolina de Araujo, Leonardo Graciani, Silvia Maria Amado João, Ana Claudia Camargo Gonçalves Germani, Ana Carolina Basso Schmitt	0859-8037	11	6.6	NA	A2
The placebo effect of a pink non-caloric, artificially sweetened solution on strength endurance performance and psychological responses in trained individuals.	10.1177/02601060231196590	http://dx.doi.org/10.1177/02601060231196590	0260-1060	Nutrition and Health	Vitor de Salles Painelli			2023	1699473602	0	0	0	0	27	0	26	1	27	0	4	19	FALSE	Vitor de Salles Painelli, Edvania Fernandes, Cayque Brietzke, Flávio O Pires	0260-1060	0	2.8	0.433	B1
